YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,B6,2001,N358JB,BUF,JFK,535,530,-5,17,547,88,78,56,301,643,5,703,648,-15,0,0,,,,,,
2015,1,1,4,B6,115,N284JB,SYR,JFK,555,550,-5,27,617,83,75,43,209,700,5,718,705,-13,0,0,,,,,,
2015,1,1,4,B6,185,N334JB,ROC,JFK,555,550,-5,20,610,85,73,48,264,658,5,720,703,-17,0,0,,,,,,
2015,1,1,4,B6,2702,N571JB,JFK,BUF,655,645,-10,18,703,94,82,62,301,805,2,829,807,-22,0,0,,,,,,
2015,1,1,4,EV,4987,N710EV,ROC,LGA,700,652,-8,23,715,87,69,40,254,755,6,827,801,-26,0,0,,,,,,
2015,1,1,4,B6,2101,N304JB,BUF,JFK,706,703,-3,21,724,92,89,59,301,823,9,838,832,-6,0,0,,,,,,
2015,1,1,4,B6,2301,N571JB,BUF,JFK,910,901,-9,22,923,82,79,52,301,1015,5,1032,1020,-12,0,0,,,,,,
2015,1,1,4,B6,2602,N273JB,JFK,BUF,912,907,-5,11,918,87,80,66,301,1024,3,1039,1027,-12,0,0,,,,,,
2015,1,1,4,B6,586,N536JB,JFK,ROC,920,920,0,16,936,84,78,55,264,1031,7,1044,1038,-6,0,0,,,,,,
2015,1,1,4,B6,116,N203JB,JFK,SYR,952,945,-7,21,1006,71,77,53,209,1059,3,1103,1102,-1,0,0,,,,,,
2015,1,1,4,EV,5545,N759EV,LGA,ROC,1100,1050,-10,22,1112,87,81,49,254,1201,10,1227,1211,-16,0,0,,,,,,
2015,1,1,4,B6,2401,N273JB,BUF,JFK,1115,1110,-5,11,1121,76,65,51,301,1212,3,1231,1215,-16,0,0,,,,,,
2015,1,1,4,B6,285,N536JB,ROC,JFK,1125,1122,-3,10,1132,77,66,52,264,1224,4,1242,1228,-14,0,0,,,,,,
2015,1,1,4,B6,315,N203JB,SYR,JFK,1140,1135,-5,18,1153,70,67,44,209,1237,5,1250,1242,-8,0,0,,,,,,
2015,1,1,4,B6,316,N358JB,JFK,SYR,1206,1219,13,15,1234,69,68,51,209,1325,2,1315,1327,12,0,0,,,,,,
2015,1,1,4,B6,2402,N284JB,JFK,BUF,1329,1321,-8,11,1332,85,78,65,301,1437,2,1454,1439,-15,0,0,,,,,,
2015,1,1,4,B6,1515,N358JB,SYR,JFK,1351,1401,10,9,1410,78,74,58,209,1508,7,1509,1515,6,0,0,,,,,,
2015,1,1,4,EV,5204,N755EV,ROC,LGA,1406,1750,224,7,1757,84,57,43,254,1840,7,1530,1847,197,0,0,,0,0,197,0,0
2015,1,1,4,B6,286,N267JB,JFK,ROC,1429,1427,-2,27,1454,84,91,58,264,1552,6,1553,1558,5,0,0,,,,,,
2015,1,1,4,B6,2601,N284JB,BUF,JFK,1531,1528,-3,12,1540,89,77,57,301,1637,8,1700,1645,-15,0,0,,,,,,
2015,1,1,4,B6,2302,N304JB,JFK,BUF,1629,1731,62,24,1755,89,93,68,301,1903,1,1758,1904,66,0,0,,4,0,58,4,0
2015,1,1,4,B6,585,N267JB,ROC,JFK,1635,1631,-4,8,1639,85,70,56,264,1735,6,1800,1741,-19,0,0,,,,,,
2015,1,1,4,B6,2701,N304JB,BUF,JFK,1835,1951,76,10,2001,92,89,68,301,2109,11,2007,2120,73,0,0,,0,0,16,57,0
2015,1,1,4,B6,2202,N267JB,JFK,BUF,1836,1829,-7,23,1852,89,91,65,301,1957,3,2005,2000,-5,0,0,,,,,,
2015,1,1,4,B6,1001,N267JB,BUF,JFK,2045,2040,-5,8,2048,84,75,58,301,2146,9,2209,2155,-14,0,0,,,,,,
2015,1,1,4,B6,702,N348JB,JFK,BUF,2139,2209,30,16,2225,86,83,63,301,2328,4,2305,2332,27,0,0,,0,0,13,14,0
2015,1,1,4,B6,486,N203JB,JFK,ROC,2242,2250,8,13,2303,77,79,59,264,2,7,2359,9,10,0,0,,,,,,
2015,1,1,4,B6,1816,N179JB,JFK,SYR,2245,2317,32,13,2330,68,60,45,209,15,2,2353,17,24,0,0,,0,0,7,17,0
2015,1,1,4,B6,2002,N294JB,JFK,BUF,2306,2303,-3,10,2313,83,74,61,301,14,3,29,17,-12,0,0,,,,,,
2015,1,2,5,B6,2001,N294JB,BUF,JFK,535,531,-4,11,542,88,75,59,301,641,5,703,646,-17,0,0,,,,,,
2015,1,2,5,B6,115,N179JB,SYR,JFK,555,548,-7,26,614,83,88,44,209,658,18,718,716,-2,0,0,,,,,,
2015,1,2,5,B6,185,N203JB,ROC,JFK,555,547,-8,12,559,85,71,54,264,653,5,720,658,-22,0,0,,,,,,
2015,1,2,5,B6,2702,N656JB,JFK,BUF,655,649,-6,21,710,94,87,62,301,812,4,829,816,-13,0,0,,,,,,
2015,1,2,5,B6,2101,N348JB,BUF,JFK,706,704,-2,23,727,92,96,62,301,829,11,838,840,2,0,0,,,,,,
2015,1,2,5,B6,2301,N656JB,BUF,JFK,910,904,-6,9,913,82,65,49,301,1002,7,1032,1009,-23,0,0,,,,,,
2015,1,2,5,B6,2602,N307JB,JFK,BUF,912,906,-6,27,933,87,93,63,301,1036,3,1039,1039,0,0,0,,,,,,
2015,1,2,5,B6,586,N586JB,JFK,ROC,920,914,-6,21,935,84,95,65,264,1040,9,1044,1049,5,0,0,,,,,,
2015,1,2,5,B6,116,N198JB,JFK,SYR,952,945,-7,14,959,71,67,50,209,1049,3,1103,1052,-11,0,0,,,,,,
2015,1,2,5,EV,5545,N605QX,LGA,ROC,1100,1053,-7,13,1106,87,82,56,254,1202,13,1227,1215,-12,0,0,,,,,,
2015,1,2,5,B6,2401,N307JB,BUF,JFK,1115,1115,0,10,1125,76,66,50,301,1215,6,1231,1221,-10,0,0,,,,,,
2015,1,2,5,B6,285,N586JB,ROC,JFK,1125,1121,-4,13,1134,77,60,44,264,1218,3,1242,1221,-21,0,0,,,,,,
2015,1,2,5,B6,315,N198JB,SYR,JFK,1140,1130,-10,28,1158,70,75,42,209,1240,5,1250,1245,-5,0,0,,,,,,
2015,1,2,5,B6,316,N294JB,JFK,SYR,1206,1204,-2,16,1220,69,71,51,209,1311,4,1315,1315,0,0,0,,,,,,
2015,1,2,5,EV,5124,N605QX,ROC,LGA,1302,1254,-8,11,1305,83,65,43,254,1348,11,1425,1359,-26,0,0,,,,,,
2015,1,2,5,B6,2402,N179JB,JFK,BUF,1329,1326,-3,16,1342,85,84,65,301,1447,3,1454,1450,-4,0,0,,,,,,
2015,1,2,5,B6,1515,N294JB,SYR,JFK,1351,1351,0,39,1430,78,92,47,209,1517,6,1509,1523,14,0,0,,,,,,
2015,1,2,5,B6,286,N306JB,JFK,ROC,1429,1423,-6,25,1448,84,89,59,264,1547,5,1553,1552,-1,0,0,,,,,,
2015,1,2,5,EV,5227,N730EV,LGA,ROC,1520,1512,-8,19,1531,90,74,49,254,1620,6,1650,1626,-24,0,0,,,,,,
2015,1,2,5,B6,2601,N179JB,BUF,JFK,1531,1531,0,10,1541,89,71,55,301,1636,6,1700,1642,-18,0,0,,,,,,
2015,1,2,5,B6,2302,N348JB,JFK,BUF,1629,1619,-10,21,1640,89,88,65,301,1745,2,1758,1747,-11,0,0,,,,,,
2015,1,2,5,B6,585,N306JB,ROC,JFK,1635,1632,-3,9,1641,85,73,57,264,1738,7,1800,1745,-15,0,0,,,,,,
2015,1,2,5,EV,5241,N730EV,ROC,LGA,1725,1716,-9,12,1728,84,70,44,254,1812,14,1849,1826,-23,0,0,,,,,,
2015,1,2,5,B6,2701,N348JB,BUF,JFK,1835,1825,-10,11,1836,92,77,60,301,1936,6,2007,1942,-25,0,0,,,,,,
2015,1,2,5,B6,2202,N306JB,JFK,BUF,1836,1828,-8,16,1844,89,80,61,301,1945,3,2005,1948,-17,0,0,,,,,,
2015,1,2,5,B6,1001,N306JB,BUF,JFK,2045,2037,-8,9,2046,84,76,57,301,2143,10,2209,2153,-16,0,0,,,,,,
2015,1,2,5,B6,702,N179JB,JFK,BUF,2139,2232,53,22,2254,86,84,59,301,2353,3,2305,2356,51,0,0,,9,0,0,42,0
2015,1,2,5,B6,486,N348JB,JFK,ROC,2242,2251,9,19,2310,77,75,54,264,4,2,2359,6,7,0,0,,,,,,
2015,1,2,5,B6,1816,N203JB,JFK,SYR,2245,2244,-1,21,2305,68,68,44,209,2349,3,2353,2352,-1,0,0,,,,,,
2015,1,2,5,B6,2002,N284JB,JFK,BUF,2306,2306,0,17,2323,83,81,61,301,24,3,29,27,-2,0,0,,,,,,
2015,1,3,6,B6,2001,N284JB,BUF,JFK,535,530,-5,14,544,88,73,55,301,639,4,703,643,-20,0,0,,,,,,
2015,1,3,6,B6,115,N203JB,SYR,JFK,555,548,-7,27,615,83,88,54,209,709,7,718,716,-2,0,0,,,,,,
2015,1,3,6,B6,185,N348JB,ROC,JFK,555,544,-11,19,603,85,72,47,264,650,6,720,656,-24,0,0,,,,,,
2015,1,3,6,B6,2702,N534JB,JFK,BUF,655,651,-4,23,714,94,86,61,301,815,2,829,817,-12,0,0,,,,,,
2015,1,3,6,B6,2101,N179JB,BUF,JFK,706,703,-3,16,719,92,80,52,301,811,12,838,823,-15,0,0,,,,,,
2015,1,3,6,B6,2301,N534JB,BUF,JFK,910,903,-7,9,912,82,68,54,301,1006,5,1032,1011,-21,0,0,,,,,,
2015,1,3,6,B6,2602,N283JB,JFK,BUF,912,907,-5,26,933,87,87,59,301,1032,2,1039,1034,-5,0,0,,,,,,
2015,1,3,6,B6,586,N519JB,JFK,ROC,920,916,-4,46,1002,84,104,52,264,1054,6,1044,1100,16,0,0,,16,0,0,0,0
2015,1,3,6,B6,116,N309JB,JFK,SYR,952,940,-12,31,1011,71,80,46,209,1057,3,1103,1100,-3,0,0,,,,,,
2015,1,3,6,B6,2401,N283JB,BUF,JFK,1115,1116,1,7,1123,76,68,55,301,1218,6,1231,1224,-7,0,0,,,,,,
2015,1,3,6,B6,285,N519JB,ROC,JFK,1125,1136,11,13,1149,77,66,47,264,1236,6,1242,1242,0,0,0,,,,,,
2015,1,3,6,B6,315,N309JB,SYR,JFK,1140,1129,-11,18,1147,70,66,42,209,1229,6,1250,1235,-15,0,0,,,,,,
2015,1,3,6,B6,316,N284JB,JFK,SYR,1206,1159,-7,23,1222,69,74,46,209,1308,5,1315,1313,-2,0,0,,,,,,
2015,1,3,6,B6,1515,N284JB,SYR,JFK,1351,1350,-1,32,1422,78,97,58,209,1520,7,1509,1527,18,0,0,,18,0,0,0,0
2015,1,3,6,B6,286,N258JB,JFK,ROC,1409,1400,-9,14,1414,80,69,52,264,1506,3,1529,1509,-20,0,0,,,,,,
2015,1,3,6,B6,585,N258JB,ROC,JFK,1605,1556,-9,31,1627,84,97,59,264,1726,7,1729,1733,4,0,0,,,,,,
2015,1,3,6,B6,2202,N258JB,JFK,BUF,1836,1832,-4,44,1916,89,108,61,301,2017,3,2005,2020,15,0,0,,15,0,0,0,0
2015,1,3,6,B6,1001,N258JB,BUF,JFK,2045,2053,8,13,2106,84,81,62,301,2208,6,2209,2214,5,0,0,,,,,,
2015,1,3,6,B6,702,N296JB,JFK,BUF,2139,2139,0,17,2156,86,84,62,301,2258,5,2305,2303,-2,0,0,,,,,,
2015,1,3,6,B6,486,N281JB,JFK,ROC,2242,31,109,27,58,77,85,52,264,150,6,2359,156,117,0,0,,8,0,7,102,0
2015,1,3,6,B6,1816,N179JB,JFK,SYR,2245,51,126,17,108,68,64,45,209,153,2,2353,155,122,0,0,,0,0,12,110,0
2015,1,3,6,B6,2002,N284JB,JFK,BUF,2306,49,103,17,106,83,74,55,301,201,2,29,203,94,0,0,,0,0,16,78,0
2015,1,4,7,B6,2001,N284JB,BUF,JFK,535,533,-2,9,542,88,82,59,301,641,14,703,655,-8,0,0,,,,,,
2015,1,4,7,B6,115,N179JB,SYR,JFK,555,549,-6,10,559,83,76,53,209,652,13,718,705,-13,0,0,,,,,,
2015,1,4,7,B6,185,N281JB,ROC,JFK,555,545,-10,8,553,85,81,64,264,657,9,720,706,-14,0,0,,,,,,
2015,1,4,7,B6,2702,N564JB,JFK,BUF,655,651,-4,42,733,94,103,58,301,831,3,829,834,5,0,0,,,,,,
2015,1,4,7,B6,2101,N296JB,BUF,JFK,706,750,44,9,759,92,83,54,301,853,20,838,913,35,0,0,,0,0,35,0,0
2015,1,4,7,B6,2301,N564JB,BUF,JFK,910,915,5,11,926,82,80,60,301,1026,9,1032,1035,3,0,0,,,,,,
2015,1,4,7,B6,2602,N279JB,JFK,BUF,912,913,1,16,929,87,77,58,301,1027,3,1039,1030,-9,0,0,,,,,,
2015,1,4,7,B6,586,N506JB,JFK,ROC,920,919,-1,14,933,84,69,50,264,1023,5,1044,1028,-16,0,0,,,,,,
2015,1,4,7,B6,116,N247JB,JFK,SYR,952,947,-5,16,1003,71,62,43,209,1046,3,1103,1049,-14,0,0,,,,,,
2015,1,4,7,B6,2401,N279JB,BUF,JFK,1115,1115,0,14,1129,76,81,58,301,1227,9,1231,1236,5,0,0,,,,,,
2015,1,4,7,B6,285,N506JB,ROC,JFK,1125,1116,-9,11,1127,77,72,54,264,1221,7,1242,1228,-14,0,0,,,,,,
2015,1,4,7,B6,315,N247JB,SYR,JFK,1140,1126,-14,10,1136,70,76,61,209,1237,5,1250,1242,-8,0,0,,,,,,
2015,1,4,7,B6,316,N284JB,JFK,SYR,1206,1205,-1,46,1251,69,91,43,209,1334,2,1315,1336,21,0,0,,21,0,0,0,0
2015,1,4,7,B6,2402,N281JB,JFK,BUF,1329,1350,21,12,1402,85,73,58,301,1500,3,1454,1503,9,0,0,,,,,,
2015,1,4,7,B6,1515,N284JB,SYR,JFK,1351,1538,107,16,1554,78,82,59,209,1653,7,1509,1700,111,0,0,,96,0,0,15,0
2015,1,4,7,B6,286,N283JB,JFK,ROC,1429,1459,30,11,1510,84,68,54,264,1604,3,1553,1607,14,0,0,,,,,,
2015,1,4,7,EV,5227,N755EV,LGA,ROC,1527,1548,21,12,1600,90,66,52,254,1652,2,1657,1654,-3,0,0,,,,,,
2015,1,4,7,B6,2601,N281JB,BUF,JFK,1531,1635,64,11,1646,89,93,76,301,1802,6,1700,1808,68,0,0,,66,0,0,2,0
2015,1,4,7,B6,2302,N296JB,JFK,BUF,1629,1842,133,18,1900,89,83,63,301,2003,2,1758,2005,127,0,0,,0,0,10,117,0
2015,1,4,7,B6,585,N283JB,ROC,JFK,1635,1822,107,71,1933,85,138,59,264,2032,8,1800,2040,160,0,0,,158,0,0,2,0
2015,1,4,7,EV,5241,N755EV,ROC,LGA,1732,1749,17,63,1852,86,139,52,254,1944,24,1858,2008,70,0,0,,53,0,17,0,0
2015,1,4,7,B6,2701,N296JB,BUF,JFK,1835,2104,149,28,2132,92,101,68,301,2240,5,2007,2245,158,0,0,,38,0,0,120,0
2015,1,4,7,B6,2202,N283JB,JFK,BUF,1836,2109,153,42,2151,89,110,65,301,2256,3,2005,2259,174,0,0,,21,0,0,153,0
2015,1,4,7,B6,1001,N283JB,BUF,JFK,2045,2320,155,38,2358,84,99,52,301,50,9,2209,59,170,0,0,,15,0,0,155,0
2015,1,4,7,B6,702,N249JB,JFK,BUF,2139,108,209,25,133,86,95,65,301,238,5,2305,243,218,0,0,,9,0,114,95,0
2015,1,4,7,B6,486,N206JB,JFK,ROC,2242,49,127,22,111,77,82,56,264,207,4,2359,211,132,0,0,,5,0,74,53,0
2015,1,4,7,B6,1816,N373JB,JFK,SYR,2245,3,78,32,35,68,80,46,209,121,2,2353,123,90,0,0,,12,0,0,63,15
2015,1,4,7,B6,2002,N247JB,JFK,BUF,2306,118,132,20,138,83,91,67,301,245,4,29,249,140,0,0,,8,0,20,112,0
2015,1,5,1,B6,2001,N249JB,BUF,JFK,535,535,0,13,548,88,76,56,301,644,7,703,651,-12,0,0,,,,,,
2015,1,5,1,B6,115,N373JB,SYR,JFK,555,547,-8,30,617,83,82,48,209,705,4,718,709,-9,0,0,,,,,,
2015,1,5,1,B6,185,N206JB,ROC,JFK,555,551,-4,26,617,85,87,57,264,714,4,720,718,-2,0,0,,,,,,
2015,1,5,1,B6,2702,N510JB,JFK,BUF,655,649,-6,38,727,94,108,65,301,832,5,829,837,8,0,0,,,,,,
2015,1,5,1,B6,2101,N247JB,BUF,JFK,706,708,2,12,720,92,78,62,301,822,4,838,826,-12,0,0,,,,,,
2015,1,5,1,B6,2301,N510JB,BUF,JFK,910,913,3,15,928,82,79,56,301,1024,8,1032,1032,0,0,0,,,,,,
2015,1,5,1,B6,2602,N318JB,JFK,BUF,912,912,0,25,937,87,96,69,301,1046,2,1039,1048,9,0,0,,,,,,
2015,1,5,1,B6,586,N556JB,JFK,ROC,920,941,21,32,1013,84,92,57,264,1110,3,1044,1113,29,0,0,,8,0,21,0,0
2015,1,5,1,B6,116,N265JB,JFK,SYR,952,948,-4,35,1023,71,90,53,209,1116,2,1103,1118,15,0,0,,15,0,0,0,0
2015,1,5,1,B6,2401,N318JB,BUF,JFK,1115,1131,16,15,1146,76,77,52,301,1238,10,1231,1248,17,0,0,,1,0,13,3,0
2015,1,5,1,B6,285,N556JB,ROC,JFK,1125,1203,38,28,1231,77,86,55,264,1326,3,1242,1329,47,0,0,,9,0,10,28,0
2015,1,5,1,B6,315,N265JB,SYR,JFK,1140,1148,8,8,1156,70,62,50,209,1246,4,1250,1250,0,0,0,,,,,,
2015,1,5,1,B6,316,N249JB,JFK,SYR,1206,1202,-4,12,1214,69,65,51,209,1305,2,1315,1307,-8,0,0,,,,,,
2015,1,5,1,B6,2402,N318JB,JFK,BUF,1329,1326,-3,14,1340,85,83,67,301,1447,2,1454,1449,-5,0,0,,,,,,
2015,1,5,1,B6,1515,N249JB,SYR,JFK,1351,1350,-1,28,1418,78,90,59,209,1517,3,1509,1520,11,0,0,,,,,,
2015,1,5,1,B6,286,N375JB,JFK,ROC,1429,1434,5,29,1503,84,93,61,264,1604,3,1553,1607,14,0,0,,,,,,
2015,1,5,1,EV,5450,N724EV,LGA,ROC,1530,1637,67,36,1713,97,89,50,254,1803,3,1707,1806,59,0,0,,0,0,0,59,0
2015,1,5,1,B6,2601,N318JB,BUF,JFK,1531,1526,-5,13,1539,89,80,62,301,1641,5,1700,1646,-14,0,0,,,,,,
2015,1,5,1,B6,2302,N247JB,JFK,BUF,1629,1655,26,35,1730,89,106,68,301,1838,3,1758,1841,43,0,0,,17,0,10,16,0
2015,1,5,1,B6,585,N375JB,ROC,JFK,1635,1643,8,12,1655,85,70,49,264,1744,9,1800,1753,-7,0,0,,,,,,
2015,1,5,1,EV,5459,N611QX,LGA,BUF,1640,1719,39,31,1750,98,96,57,292,1847,8,1818,1855,37,0,0,,0,0,0,37,0
2015,1,5,1,EV,5389,N724EV,ROC,LGA,1742,1848,66,17,1905,84,69,47,254,1952,5,1906,1957,51,0,0,,0,0,0,51,0
2015,1,5,1,B6,2701,N247JB,BUF,JFK,1835,1912,37,16,1928,92,79,60,301,2028,3,2007,2031,24,0,0,,1,0,0,23,0
2015,1,5,1,B6,2202,N375JB,JFK,BUF,1836,1828,-8,26,1854,89,99,70,301,2004,3,2005,2007,2,0,0,,,,,,
2015,1,5,1,EV,5470,N582CA,BUF,LGA,1859,,,,,91,,,292,,,2030,,,0,1,C,,,,,
2015,1,5,1,B6,1001,N375JB,BUF,JFK,2045,2115,30,9,2124,84,75,61,301,2225,5,2209,2230,21,0,0,,21,0,0,0,0
2015,1,5,1,B6,702,N309JB,JFK,BUF,2139,2241,62,33,2314,86,97,60,301,14,4,2305,18,73,0,0,,11,0,2,60,0
2015,1,5,1,B6,486,N373JB,JFK,ROC,2242,2254,12,25,2319,77,87,58,264,17,4,2359,21,22,0,0,,10,0,3,9,0
2015,1,5,1,B6,1816,N206JB,JFK,SYR,2245,2347,62,23,10,68,69,44,209,54,2,2353,56,63,0,0,,1,0,10,52,0
2015,1,6,2,B6,2001,N309JB,BUF,JFK,535,533,-2,10,543,88,78,59,301,642,9,703,651,-12,0,0,,,,,,
2015,1,6,2,B6,115,N206JB,SYR,JFK,600,550,-10,11,601,83,83,45,209,646,27,723,713,-10,0,0,,,,,,
2015,1,6,2,B6,185,N373JB,ROC,JFK,600,559,-1,13,612,85,77,60,264,712,4,725,716,-9,0,0,,,,,,
2015,1,6,2,B6,586,N779JB,JFK,ROC,905,905,0,37,942,84,101,58,264,1040,6,1029,1046,17,0,0,,17,0,0,0,0
2015,1,6,2,B6,116,N375JB,JFK,SYR,944,944,0,46,1030,71,98,49,209,1119,3,1055,1122,27,0,0,,27,0,0,0,0
2015,1,6,2,B6,2602,N292JB,JFK,BUF,1054,1050,-4,49,1139,82,113,60,301,1239,4,1216,1243,27,0,0,,27,0,0,0,0
2015,1,6,2,B6,285,N779JB,ROC,JFK,1113,1127,14,21,1148,77,86,54,264,1242,11,1230,1253,23,0,0,,9,0,1,13,0
2015,1,6,2,B6,315,N375JB,SYR,JFK,1131,1153,22,31,1224,70,86,47,209,1311,8,1241,1319,38,0,0,,16,0,1,21,0
2015,1,6,2,B6,316,N304JB,JFK,SYR,1252,1250,-2,50,1340,71,104,51,209,1431,3,1403,1434,31,0,0,,31,0,0,0,0
2015,1,6,2,B6,2401,N292JB,BUF,JFK,1252,1332,40,23,1355,85,125,94,301,1529,8,1417,1537,80,0,0,,59,0,0,21,0
2015,1,6,2,B6,2402,N206JB,JFK,BUF,1306,1312,6,32,1344,85,96,62,301,1446,2,1431,1448,17,0,0,,11,0,6,0,0
2015,1,6,2,B6,286,N249JB,JFK,ROC,1429,1434,5,31,1505,84,93,56,264,1601,6,1553,1607,14,0,0,,,,,,
2015,1,6,2,B6,1515,N304JB,SYR,JFK,1440,1549,69,14,1603,78,73,47,209,1650,12,1558,1702,64,0,0,,42,0,0,22,0
2015,1,6,2,B6,2601,N206JB,BUF,JFK,1507,1530,23,10,1540,88,87,67,301,1647,10,1635,1657,22,0,0,,11,0,0,11,0
2015,1,6,2,EV,5450,N750EV,LGA,ROC,1530,1924,234,34,1958,97,93,51,254,2049,8,1707,2057,230,0,0,,0,0,84,146,0
2015,1,6,2,B6,2302,N536JB,JFK,BUF,1630,1637,7,50,1727,89,121,67,301,1834,4,1759,1838,39,0,0,,32,0,0,7,0
2015,1,6,2,B6,585,N249JB,ROC,JFK,1635,1646,11,12,1658,85,81,57,264,1755,12,1800,1807,7,0,0,,,,,,
2015,1,6,2,EV,5389,N750EV,ROC,LGA,1742,2119,217,34,2153,84,99,42,254,2235,23,1906,2258,232,0,0,,15,0,2,215,0
2015,1,6,2,B6,2202,N249JB,JFK,BUF,1836,1844,8,20,1904,89,84,62,301,2006,2,2005,2008,3,0,0,,,,,,
2015,1,6,2,B6,2701,N536JB,BUF,JFK,1840,1914,34,40,1954,92,120,66,301,2100,14,2012,2114,62,0,0,,28,0,0,34,0
2015,1,6,2,B6,1001,N249JB,BUF,JFK,2041,2037,-4,19,2056,84,89,62,301,2158,8,2205,2206,1,0,0,,,,,,
2015,1,6,2,B6,1816,N266JB,JFK,SYR,2229,2231,2,22,2253,69,75,49,209,2342,4,2338,2346,8,0,0,,,,,,
2015,1,6,2,B6,486,N279JB,JFK,ROC,2242,2240,-2,31,2311,77,98,60,264,11,7,2359,18,19,0,0,,19,0,0,0,0
2015,1,6,2,B6,2002,N346JB,JFK,BUF,2310,2336,26,25,1,83,96,68,301,109,3,33,112,39,0,0,,13,0,16,10,0
2015,1,7,3,B6,2001,N346JB,BUF,JFK,535,529,-6,12,541,88,83,56,301,637,15,703,652,-11,0,0,,,,,,
2015,1,7,3,B6,115,N266JB,SYR,JFK,600,547,-13,12,559,83,83,43,209,642,28,723,710,-13,0,0,,,,,,
2015,1,7,3,B6,185,N279JB,ROC,JFK,600,558,-2,34,632,85,93,50,264,722,9,725,731,6,0,0,,,,,,
2015,1,7,3,B6,586,N661JB,JFK,ROC,905,902,-3,42,944,84,107,61,264,1045,4,1029,1049,20,0,0,,20,0,0,0,0
2015,1,7,3,B6,116,N296JB,JFK,SYR,944,1143,119,18,1201,71,69,49,209,1250,2,1055,1252,117,0,0,,0,0,117,0,0
2015,1,7,3,B6,2602,N306JB,JFK,BUF,1054,1054,0,23,1117,82,90,63,301,1220,4,1216,1224,8,0,0,,,,,,
2015,1,7,3,B6,285,N661JB,ROC,JFK,1113,1124,11,12,1136,77,67,50,264,1226,5,1230,1231,1,0,0,,,,,,
2015,1,7,3,B6,315,N296JB,SYR,JFK,1131,1320,109,28,1348,70,85,52,209,1440,5,1241,1445,124,0,0,,124,0,0,0,0
2015,1,7,3,B6,316,N267JB,JFK,SYR,1252,1255,3,15,1310,71,71,51,209,1401,5,1403,1406,3,0,0,,,,,,
2015,1,7,3,B6,2401,N306JB,BUF,JFK,1252,1300,8,18,1318,85,84,62,301,1420,4,1417,1424,7,0,0,,,,,,
2015,1,7,3,B6,2402,N266JB,JFK,BUF,1306,1301,-5,17,1318,85,86,65,301,1423,4,1431,1427,-4,0,0,,,,,,
2015,1,7,3,B6,286,N283JB,JFK,ROC,1429,1430,1,25,1455,84,87,50,264,1545,12,1553,1557,4,0,0,,,,,,
2015,1,7,3,B6,1515,N267JB,SYR,JFK,1440,1436,-4,26,1502,78,83,53,209,1555,4,1558,1559,1,0,0,,,,,,
2015,1,7,3,B6,2601,N266JB,BUF,JFK,1507,1502,-5,23,1525,88,90,62,301,1627,5,1635,1632,-3,0,0,,,,,,
2015,1,7,3,EV,5450,N724EV,LGA,ROC,1530,1747,137,20,1807,97,76,48,254,1855,8,1707,1903,116,0,0,,0,0,0,116,0
2015,1,7,3,B6,2302,N298JB,JFK,BUF,1630,1629,-1,20,1649,89,88,63,301,1752,5,1759,1757,-2,0,0,,,,,,
2015,1,7,3,B6,585,N283JB,ROC,JFK,1635,1656,21,29,1725,85,93,59,264,1824,5,1800,1829,29,0,0,,29,0,0,0,0
2015,1,7,3,EV,5459,N600QX,LGA,BUF,1640,1932,172,29,2001,98,86,53,292,2054,4,1818,2058,160,0,0,,0,0,0,160,0
2015,1,7,3,EV,5389,N724EV,ROC,LGA,1742,2017,155,28,2045,84,88,49,254,2134,11,1906,2145,159,0,0,,4,0,43,112,0
2015,1,7,3,B6,2202,N283JB,JFK,BUF,1836,1856,20,33,1929,89,97,62,301,2031,2,2005,2033,28,0,0,,8,0,0,20,0
2015,1,7,3,B6,2701,N298JB,BUF,JFK,1840,1943,63,27,2010,92,102,68,301,2118,7,2012,2125,73,0,0,,73,0,0,0,0
2015,1,7,3,EV,5470,N707EV,BUF,LGA,1859,,,,,91,,,292,,,2030,,,0,1,C,,,,,
2015,1,7,3,B6,1001,N283JB,BUF,JFK,2041,2101,20,9,2110,84,84,71,301,2221,4,2205,2225,20,0,0,,0,0,0,20,0
2015,1,7,3,B6,1816,N339JB,JFK,SYR,2229,2255,26,17,2312,69,71,49,209,1,5,2338,6,28,0,0,,2,0,12,14,0
2015,1,7,3,B6,486,N266JB,JFK,ROC,2242,2240,-2,14,2254,77,78,58,264,2352,6,2359,2358,-1,0,0,,,,,,
2015,1,7,3,B6,2002,N296JB,JFK,BUF,2310,2314,4,22,2336,83,85,60,301,36,3,33,39,6,0,0,,,,,,
