YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,2,5,4,B6,2302,N192JB,JFK,BUF,1630,1622,-8,15,1637,89,77,59,301,1736,3,1759,1739,-20,0,0,,,,,,
2015,2,5,4,B6,585,N298JB,ROC,JFK,1635,1636,1,14,1650,85,68,49,264,1739,5,1800,1744,-16,0,0,,,,,,
2015,2,5,4,EV,5459,N719EV,LGA,BUF,1640,1806,86,27,1833,98,82,49,292,1922,6,1818,1928,70,0,0,,0,0,0,70,0
2015,2,5,4,EV,5389,N398CA,ROC,LGA,1742,1825,43,27,1852,84,85,52,254,1944,6,1906,1950,44,0,0,,1,0,24,19,0
2015,2,5,4,B6,2202,N298JB,JFK,BUF,1836,1833,-3,22,1855,89,86,61,301,1956,3,2005,1959,-6,0,0,,,,,,
2015,2,5,4,B6,2701,N192JB,BUF,JFK,1840,1941,61,12,1953,92,81,65,301,2058,4,2012,2102,50,0,0,,50,0,0,0,0
2015,2,5,4,EV,5470,N719EV,BUF,LGA,1859,,,,,91,,,292,,,2030,,,0,1,C,,,,,
2015,2,5,4,B6,1001,N298JB,BUF,JFK,2041,2032,-9,16,2048,84,92,70,301,2158,6,2205,2204,-1,0,0,,,,,,
2015,2,5,4,B6,1816,N337JB,JFK,SYR,2229,2335,66,11,2346,69,56,43,209,29,2,2338,31,53,0,0,,0,0,5,48,0
2015,2,5,4,B6,486,N193JB,JFK,ROC,2242,2240,-2,16,2256,77,81,55,264,2351,10,2359,1,2,0,0,,,,,,
2015,2,5,4,B6,2002,N348JB,JFK,BUF,2310,2339,29,13,2352,83,77,60,301,52,4,33,56,23,0,0,,0,0,23,0,0
2015,2,6,5,B6,2001,N348JB,BUF,JFK,535,530,-5,12,542,88,84,57,301,639,15,703,654,-9,0,0,,,,,,
2015,2,6,5,B6,185,N193JB,ROC,JFK,600,551,-9,16,607,85,78,56,264,703,6,725,709,-16,0,0,,,,,,
2015,2,6,5,B6,115,N337JB,SYR,JFK,600,545,-15,25,610,83,89,50,209,700,14,723,714,-9,0,0,,,,,,
2015,2,6,5,B6,2702,N608JB,JFK,BUF,645,640,-5,16,656,88,95,63,301,759,16,813,815,2,0,0,,,,,,
2015,2,6,5,B6,2301,N608JB,BUF,JFK,855,854,-1,27,921,82,88,55,301,1016,6,1017,1022,5,0,0,,,,,,
2015,2,6,5,B6,586,N586JB,JFK,ROC,905,859,-6,14,913,84,84,59,264,1012,11,1029,1023,-6,0,0,,,,,,
2015,2,6,5,B6,116,N323JB,JFK,SYR,944,941,-3,27,1008,71,85,54,209,1102,4,1055,1106,11,0,0,,,,,,
2015,2,6,5,B6,2602,N296JB,JFK,BUF,1054,1049,-5,10,1059,82,78,63,301,1202,5,1216,1207,-9,0,0,,,,,,
2015,2,6,5,B6,285,N586JB,ROC,JFK,1113,1108,-5,13,1121,77,69,53,264,1214,3,1230,1217,-13,0,0,,,,,,
2015,2,6,5,B6,315,N323JB,SYR,JFK,1131,1136,5,12,1148,70,58,39,209,1227,7,1241,1234,-7,0,0,,,,,,
2015,2,6,5,B6,316,N375JB,JFK,SYR,1252,1251,-1,13,1304,71,69,52,209,1356,4,1403,1400,-3,0,0,,,,,,
2015,2,6,5,B6,2401,N296JB,BUF,JFK,1252,1247,-5,10,1257,85,73,57,301,1354,6,1417,1400,-17,0,0,,,,,,
2015,2,6,5,B6,2402,N193JB,JFK,BUF,1306,1301,-5,16,1317,85,85,66,301,1423,3,1431,1426,-5,0,0,,,,,,
2015,2,6,5,B6,286,N236JB,JFK,ROC,1429,1426,-3,19,1445,84,84,58,264,1543,7,1553,1550,-3,0,0,,,,,,
2015,2,6,5,B6,1515,N375JB,SYR,JFK,1440,1432,-8,9,1441,78,63,49,209,1530,5,1558,1535,-23,0,0,,,,,,
2015,2,6,5,B6,2601,N193JB,BUF,JFK,1507,1503,-4,27,1530,88,88,53,301,1623,8,1635,1631,-4,0,0,,,,,,
2015,2,6,5,EV,5450,N713EV,LGA,ROC,1530,1552,22,24,1616,97,80,49,254,1705,7,1707,1712,5,0,0,,,,,,
2015,2,6,5,B6,2302,N373JB,JFK,BUF,1630,1626,-4,17,1643,89,84,63,301,1746,4,1759,1750,-9,0,0,,,,,,
2015,2,6,5,B6,585,N236JB,ROC,JFK,1635,1631,-4,19,1650,85,84,57,264,1747,8,1800,1755,-5,0,0,,,,,,
2015,2,6,5,EV,5459,N391CA,LGA,BUF,1640,1633,-7,24,1657,98,90,54,292,1751,12,1818,1803,-15,0,0,,,,,,
2015,2,6,5,EV,5389,N713EV,ROC,LGA,1742,1741,-1,21,1802,84,89,42,254,1844,26,1906,1910,4,0,0,,,,,,
2015,2,6,5,B6,2202,N358JB,JFK,BUF,1836,1843,7,25,1908,89,94,65,301,2013,4,2005,2017,12,0,0,,,,,,
2015,2,6,5,B6,2701,N373JB,BUF,JFK,1840,1834,-6,12,1846,92,74,56,301,1942,6,2012,1948,-24,0,0,,,,,,
2015,2,6,5,EV,5470,N391CA,BUF,LGA,1859,1928,29,18,1946,91,80,51,292,2037,11,2030,2048,18,0,0,,0,0,18,0,0
2015,2,6,5,B6,1001,N358JB,BUF,JFK,2041,2036,-5,22,2058,84,87,59,301,2157,6,2205,2203,-2,0,0,,,,,,
2015,2,6,5,B6,1816,N274JB,JFK,SYR,2229,2223,-6,17,2240,69,64,45,209,2325,2,2338,2327,-11,0,0,,,,,,
2015,2,6,5,B6,486,N323JB,JFK,ROC,2242,2233,-9,15,2248,77,81,58,264,2346,8,2359,2354,-5,0,0,,,,,,
2015,2,6,5,B6,2002,N249JB,JFK,BUF,2310,2304,-6,10,2314,83,68,55,301,9,3,33,12,-21,0,0,,,,,,
2015,2,7,6,B6,2001,N249JB,BUF,JFK,535,535,0,19,554,88,82,56,301,650,7,703,657,-6,0,0,,,,,,
2015,2,7,6,B6,185,N323JB,ROC,JFK,600,554,-6,18,612,85,81,55,264,707,8,725,715,-10,0,0,,,,,,
2015,2,7,6,B6,115,N274JB,SYR,JFK,600,552,-8,21,613,83,79,46,209,659,12,723,711,-12,0,0,,,,,,
2015,2,7,6,B6,2702,N566JB,JFK,BUF,645,645,0,14,659,88,78,58,301,757,6,813,803,-10,0,0,,,,,,
2015,2,7,6,B6,2301,N566JB,BUF,JFK,855,852,-3,29,921,82,83,50,301,1011,4,1017,1015,-2,0,0,,,,,,
2015,2,7,6,B6,586,N296JB,JFK,ROC,905,901,-4,36,937,84,99,56,264,1033,7,1029,1040,11,0,0,,,,,,
2015,2,7,6,B6,116,N368JB,JFK,SYR,944,936,-8,38,1014,71,84,44,209,1058,2,1055,1100,5,0,0,,,,,,
2015,2,7,6,B6,2602,N318JB,JFK,BUF,1054,1058,4,13,1111,82,76,49,301,1200,14,1216,1214,-2,0,0,,,,,,
2015,2,7,6,B6,285,N296JB,ROC,JFK,1113,1116,3,15,1131,77,69,47,264,1218,7,1230,1225,-5,0,0,,,,,,
2015,2,7,6,EV,4878,N758EV,LGA,SYR,1130,1128,-2,100,1308,77,147,43,198,1351,4,1247,1355,68,0,0,,68,0,0,0,0
2015,2,7,6,B6,315,N368JB,SYR,JFK,1131,1134,3,28,1202,70,79,47,209,1249,4,1241,1253,12,0,0,,,,,,
2015,2,7,6,B6,316,N238JB,JFK,SYR,1252,1252,0,24,1316,71,76,49,209,1405,3,1403,1408,5,0,0,,,,,,
2015,2,7,6,B6,2401,N318JB,BUF,JFK,1252,1259,7,13,1312,85,76,53,301,1405,10,1417,1415,-2,0,0,,,,,,
2015,2,7,6,EV,5305,N758EV,SYR,LGA,1400,1414,14,10,1424,72,52,34,198,1458,8,1512,1506,-6,0,0,,,,,,
2015,2,7,6,B6,286,N236JB,JFK,ROC,1429,1429,0,16,1445,84,81,57,264,1542,8,1553,1550,-3,0,0,,,,,,
2015,2,7,6,B6,1515,N238JB,SYR,JFK,1440,1444,4,11,1455,78,65,48,209,1543,6,1558,1549,-9,0,0,,,,,,
2015,2,7,6,B6,2302,N267JB,JFK,BUF,1630,1629,-1,10,1639,89,75,61,301,1740,4,1759,1744,-15,0,0,,,,,,
2015,2,7,6,B6,585,N236JB,ROC,JFK,1635,1632,-3,22,1654,85,84,51,264,1745,11,1800,1756,-4,0,0,,,,,,
2015,2,7,6,B6,2202,N236JB,JFK,BUF,1836,1834,-2,10,1844,89,74,60,301,1944,4,2005,1948,-17,0,0,,,,,,
2015,2,7,6,B6,2701,N267JB,BUF,JFK,1840,1833,-7,27,1900,92,94,60,301,2000,7,2012,2007,-5,0,0,,,,,,
2015,2,7,6,B6,1001,N236JB,BUF,JFK,2041,2036,-5,10,2046,84,74,54,301,2140,10,2205,2150,-15,0,0,,,,,,
2015,2,7,6,B6,1816,N355JB,JFK,SYR,2229,2225,-4,20,2245,69,72,47,209,2332,5,2338,2337,-1,0,0,,,,,,
2015,2,7,6,B6,486,N236JB,JFK,ROC,2242,2237,-5,10,2247,77,65,51,264,2338,4,2359,2342,-17,0,0,,,,,,
2015,2,7,6,B6,2002,N373JB,JFK,BUF,2310,2310,0,14,2324,83,78,59,301,23,5,33,28,-5,0,0,,,,,,
2015,2,8,7,B6,2001,N373JB,BUF,JFK,535,529,-6,7,536,88,88,48,301,624,33,703,657,-6,0,0,,,,,,
2015,2,8,7,B6,185,N236JB,ROC,JFK,600,547,-13,33,620,85,86,45,264,705,8,725,713,-12,0,0,,,,,,
2015,2,8,7,B6,115,N355JB,SYR,JFK,600,555,-5,25,620,83,82,40,209,700,17,723,717,-6,0,0,,,,,,
2015,2,8,7,B6,2702,N586JB,JFK,BUF,645,639,-6,17,656,88,81,56,301,752,8,813,800,-13,0,0,,,,,,
2015,2,8,7,B6,2301,N586JB,BUF,JFK,855,848,-7,13,901,82,73,53,301,954,7,1017,1001,-16,0,0,,,,,,
2015,2,8,7,B6,586,N651JB,JFK,ROC,905,859,-6,16,915,84,69,50,264,1005,3,1029,1008,-21,0,0,,,,,,
2015,2,8,7,B6,116,N239JB,JFK,SYR,944,943,-1,12,955,71,60,45,209,1040,3,1055,1043,-12,0,0,,,,,,
2015,2,8,7,B6,2602,N317JB,JFK,BUF,1054,1048,-6,16,1104,82,76,57,301,1201,3,1216,1204,-12,0,0,,,,,,
2015,2,8,7,B6,285,N651JB,ROC,JFK,1113,1059,-14,16,1115,77,69,47,264,1202,6,1230,1208,-22,0,0,,,,,,
2015,2,8,7,B6,315,N239JB,SYR,JFK,1131,1121,-10,10,1131,70,56,39,209,1210,7,1241,1217,-24,0,0,,,,,,
2015,2,8,7,EV,4878,N730EV,LGA,SYR,1230,1226,-4,37,1303,72,84,42,198,1345,5,1342,1350,8,0,0,,,,,,
2015,2,8,7,B6,316,N193JB,JFK,SYR,1252,1303,11,31,1334,71,83,48,209,1422,4,1403,1426,23,0,0,,12,0,0,11,0
2015,2,8,7,B6,2401,N317JB,BUF,JFK,1252,1246,-6,40,1326,85,121,71,301,1437,10,1417,1447,30,0,0,,30,0,0,0,0
2015,2,8,7,B6,2402,N236JB,JFK,BUF,1306,1257,-9,20,1317,85,84,61,301,1418,3,1431,1421,-10,0,0,,,,,,
2015,2,8,7,B6,286,N358JB,JFK,ROC,1429,1431,2,22,1453,84,79,53,264,1546,4,1553,1550,-3,0,0,,,,,,
2015,2,8,7,B6,1515,N193JB,SYR,JFK,1440,1521,41,34,1555,78,88,45,209,1640,9,1558,1649,51,0,0,,10,0,25,16,0
2015,2,8,7,EV,5305,N730EV,SYR,LGA,1444,1456,12,55,1551,75,115,46,198,1637,14,1559,1651,52,0,0,,40,0,12,0,0
2015,2,8,7,B6,2601,N236JB,BUF,JFK,1507,1458,-9,27,1525,88,94,54,301,1619,13,1635,1632,-3,0,0,,,,,,
2015,2,8,7,B6,2302,N368JB,JFK,BUF,1630,1629,-1,23,1652,89,88,61,301,1753,4,1759,1757,-2,0,0,,,,,,
2015,2,8,7,B6,585,N358JB,ROC,JFK,1635,1629,-6,26,1655,85,83,51,264,1746,6,1800,1752,-8,0,0,,,,,,
2015,2,8,7,EV,5459,N614QX,LGA,BUF,1640,1636,-4,32,1708,98,101,59,292,1807,10,1818,1817,-1,0,0,,,,,,
2015,2,8,7,B6,2202,N358JB,JFK,BUF,1836,1831,-5,28,1859,89,89,57,301,1956,4,2005,2000,-5,0,0,,,,,,
2015,2,8,7,B6,2701,N249JB,BUF,JFK,1840,,,,,92,,,301,,,2012,,,0,1,B,,,,,
2015,2,8,7,EV,5470,N614QX,BUF,LGA,1859,1915,16,25,1940,91,89,54,292,2034,10,2030,2044,14,0,0,,,,,,
2015,2,8,7,B6,1001,N358JB,BUF,JFK,2041,2034,-7,9,2043,84,67,49,301,2132,9,2205,2141,-24,0,0,,,,,,
2015,2,8,7,B6,1816,N193JB,JFK,SYR,2229,2236,7,13,2249,69,60,43,209,2332,4,2338,2336,-2,0,0,,,,,,
2015,2,8,7,B6,486,N358JB,JFK,ROC,2242,2300,18,15,2315,77,70,51,264,6,4,2359,10,11,0,0,,,,,,
2015,2,8,7,B6,2002,N318JB,JFK,BUF,2310,11,61,17,28,83,77,55,301,123,5,33,128,55,0,0,,0,0,55,0,0
2015,2,9,1,B6,2001,N306JB,BUF,JFK,535,,,,,88,,,301,,,703,,,0,1,B,,,,,
2015,2,9,1,B6,185,N206JB,ROC,JFK,600,,,,,85,,,264,,,725,,,0,1,B,,,,,
2015,2,9,1,B6,115,N236JB,SYR,JFK,600,,,,,83,,,209,,,723,,,0,1,B,,,,,
2015,2,9,1,B6,2702,N607JB,JFK,BUF,645,,,,,88,,,301,,,813,,,0,1,B,,,,,
2015,2,9,1,B6,2301,N607JB,BUF,JFK,855,,,,,82,,,301,,,1017,,,0,1,B,,,,,
2015,2,9,1,B6,586,N358JB,JFK,ROC,905,,,,,84,,,264,,,1029,,,0,1,B,,,,,
2015,2,9,1,B6,116,N306JB,JFK,SYR,944,,,,,71,,,209,,,1055,,,0,1,B,,,,,
2015,2,9,1,B6,2602,N266JB,JFK,BUF,1054,1111,17,36,1147,82,98,57,301,1244,5,1216,1249,33,0,0,,16,0,0,7,10
2015,2,9,1,B6,285,N358JB,ROC,JFK,1113,1103,-10,42,1145,77,109,54,264,1239,13,1230,1252,22,0,0,,22,0,0,0,0
2015,2,9,1,B6,315,N193JB,SYR,JFK,1131,1115,-16,39,1154,70,112,58,209,1252,15,1241,1307,26,0,0,,26,0,0,0,0
2015,2,9,1,B6,316,N353JB,JFK,SYR,1252,1324,32,33,1357,71,82,44,209,1441,5,1403,1446,43,0,0,,11,0,16,16,0
2015,2,9,1,B6,2401,N266JB,BUF,JFK,1252,1331,39,8,1339,85,71,58,301,1437,5,1417,1442,25,0,0,,0,0,8,17,0
2015,2,9,1,B6,2402,N358JB,JFK,BUF,1306,1326,20,37,1403,85,96,55,301,1458,4,1431,1502,31,0,0,,11,0,4,16,0
2015,2,9,1,B6,286,N317JB,JFK,ROC,1429,1531,62,15,1546,84,70,53,264,1639,2,1553,1641,48,0,0,,0,0,24,24,0
2015,2,9,1,B6,1515,N353JB,SYR,JFK,1440,1513,33,49,1602,78,104,50,209,1652,5,1558,1657,59,0,0,,26,0,0,33,0
2015,2,9,1,B6,2601,N358JB,BUF,JFK,1507,1611,64,27,1638,88,107,68,301,1746,12,1635,1758,83,0,0,,58,0,0,25,0
2015,2,9,1,EV,5450,N713EV,LGA,ROC,1530,,,,,97,,,254,,,1707,,,0,1,A,,,,,
2015,2,9,1,B6,2302,N193JB,JFK,BUF,1630,1628,-2,39,1707,89,111,68,301,1815,4,1759,1819,20,0,0,,20,0,0,0,0
2015,2,9,1,B6,585,N317JB,ROC,JFK,1635,1720,45,18,1738,85,74,49,264,1827,7,1800,1834,34,0,0,,7,0,0,27,0
2015,2,9,1,EV,5459,N760EV,LGA,BUF,1640,,,,,98,,,292,,,1818,,,0,1,A,,,,,
2015,2,9,1,EV,5389,N713EV,ROC,LGA,1742,,,,,84,,,254,,,1906,,,0,1,A,,,,,
2015,2,9,1,B6,2202,N203JB,JFK,BUF,1836,1836,0,61,1937,89,119,55,301,2032,3,2005,2035,30,0,0,,30,0,0,0,0
2015,2,9,1,B6,2701,N193JB,BUF,JFK,1840,1849,9,13,1902,92,81,61,301,2003,7,2012,2010,-2,0,0,,,,,,
2015,2,9,1,EV,5470,N760EV,BUF,LGA,1859,,,,,91,,,292,,,2030,,,0,1,A,,,,,
2015,2,9,1,B6,1001,N203JB,BUF,JFK,2041,2058,17,9,2107,84,73,57,301,2204,7,2205,2211,6,0,0,,,,,,
2015,2,9,1,B6,1816,N348JB,JFK,SYR,2229,2301,32,59,2400,69,102,40,209,40,3,2338,43,65,0,0,,33,0,8,24,0
2015,2,9,1,B6,486,N353JB,JFK,ROC,2242,2240,-2,42,2322,77,95,49,264,11,4,2359,15,16,0,0,,16,0,0,0,0
2015,2,9,1,B6,2002,N193JB,JFK,BUF,2310,2352,42,44,36,83,100,51,301,127,5,33,132,59,0,0,,17,0,42,0,0
2015,2,10,2,B6,2001,N306JB,BUF,JFK,535,533,-2,25,558,88,91,58,301,656,8,703,704,1,0,0,,,,,,
2015,2,10,2,B6,185,N353JB,ROC,JFK,600,552,-8,23,615,85,92,62,264,717,7,725,724,-1,0,0,,,,,,
2015,2,10,2,B6,115,N348JB,SYR,JFK,600,555,-5,20,615,83,78,50,209,705,8,723,713,-10,0,0,,,,,,
2015,2,10,2,B6,586,N763JB,JFK,ROC,905,907,2,34,941,84,88,51,264,1032,3,1029,1035,6,0,0,,,,,,
2015,2,10,2,B6,116,N206JB,JFK,SYR,944,1028,44,23,1051,71,71,46,209,1137,2,1055,1139,44,0,0,,0,0,44,0,0
2015,2,10,2,B6,2602,N284JB,JFK,BUF,1054,,,,,82,,,301,,,1216,,,0,1,B,,,,,
2015,2,10,2,B6,285,N763JB,ROC,JFK,1113,1107,-6,49,1156,77,108,55,264,1251,4,1230,1255,25,0,0,,25,0,0,0,0
2015,2,10,2,B6,315,N206JB,SYR,JFK,1131,1205,34,14,1219,70,61,43,209,1302,4,1241,1306,25,0,0,,0,0,0,25,0
2015,2,10,2,B6,316,N258JB,JFK,SYR,1252,1249,-3,22,1311,71,67,42,209,1353,3,1403,1356,-7,0,0,,,,,,
2015,2,10,2,B6,2401,N368JB,BUF,JFK,1252,1244,-8,28,1312,85,103,69,301,1421,6,1417,1427,10,0,0,,,,,,
2015,2,10,2,B6,2402,N348JB,JFK,BUF,1306,1309,3,16,1325,85,76,55,301,1420,5,1431,1425,-6,0,0,,,,,,
2015,2,10,2,B6,286,N358JB,JFK,ROC,1429,1431,2,23,1454,84,75,48,264,1542,4,1553,1546,-7,0,0,,,,,,
2015,2,10,2,B6,1515,N258JB,SYR,JFK,1440,1434,-6,22,1456,78,80,51,209,1547,7,1558,1554,-4,0,0,,,,,,
2015,2,10,2,B6,2601,N348JB,BUF,JFK,1507,1459,-8,31,1530,88,96,56,301,1626,9,1635,1635,0,0,0,,,,,,
2015,2,10,2,EV,5450,N713EV,LGA,ROC,1530,1526,-4,21,1547,97,70,45,254,1632,4,1707,1636,-31,0,0,,,,,,
2015,2,10,2,B6,2302,N368JB,JFK,BUF,1630,1625,-5,22,1647,89,82,56,301,1743,4,1759,1747,-12,0,0,,,,,,
2015,2,10,2,B6,585,N358JB,ROC,JFK,1635,1630,-5,23,1653,85,89,59,264,1752,7,1800,1759,-1,0,0,,,,,,
2015,2,10,2,EV,5459,N707EV,LGA,BUF,1640,1635,-5,46,1721,98,102,51,292,1812,5,1818,1817,-1,0,0,,,,,,
2015,2,10,2,EV,5389,N713EV,ROC,LGA,1742,1737,-5,30,1807,84,97,57,254,1904,10,1906,1914,8,0,0,,,,,,
2015,2,10,2,B6,2202,N358JB,JFK,BUF,1836,1834,-2,21,1855,89,82,57,301,1952,4,2005,1956,-9,0,0,,,,,,
2015,2,10,2,B6,2701,N368JB,BUF,JFK,1840,1839,-1,28,1907,92,93,57,301,2004,8,2012,2012,0,0,0,,,,,,
2015,2,10,2,EV,5470,N707EV,BUF,LGA,1859,1846,-13,33,1919,91,98,58,292,2017,7,2030,2024,-6,0,0,,,,,,
2015,2,10,2,B6,1001,N358JB,BUF,JFK,2041,2041,0,17,2058,84,83,59,301,2157,7,2205,2204,-1,0,0,,,,,,
2015,2,10,2,B6,1816,N203JB,JFK,SYR,2230,2219,-11,21,2240,68,64,39,209,2319,4,2338,2323,-15,0,0,,,,,,
2015,2,10,2,B6,486,N358JB,JFK,ROC,2242,2247,5,13,2300,77,64,48,264,2348,3,2359,2351,-8,0,0,,,,,,
2015,2,10,2,B6,2002,N197JB,JFK,BUF,2310,2310,0,20,2330,83,79,55,301,25,4,33,29,-4,0,0,,,,,,
2015,2,11,3,B6,2001,N197JB,BUF,JFK,535,532,-3,17,549,88,83,62,301,651,4,703,655,-8,0,0,,,,,,
2015,2,11,3,B6,185,N358JB,ROC,JFK,600,601,1,33,634,85,92,51,264,725,8,725,733,8,0,0,,,,,,
2015,2,11,3,B6,115,N203JB,SYR,JFK,600,552,-8,27,619,83,79,46,209,705,6,723,711,-12,0,0,,,,,,
2015,2,11,3,B6,586,N238JB,JFK,ROC,905,855,-10,15,910,84,66,45,264,955,6,1029,1001,-28,0,0,,,,,,
2015,2,11,3,B6,116,N206JB,JFK,SYR,944,939,-5,24,1003,71,71,43,209,1046,4,1055,1050,-5,0,0,,,,,,
2015,2,11,3,B6,2602,N273JB,JFK,BUF,1054,1056,2,15,1111,82,75,55,301,1206,5,1216,1211,-5,0,0,,,,,,
2015,2,11,3,B6,285,N238JB,ROC,JFK,1113,1106,-7,12,1118,77,73,52,264,1210,9,1230,1219,-11,0,0,,,,,,
2015,2,11,3,B6,315,N206JB,SYR,JFK,1131,1121,-10,10,1131,70,65,46,209,1217,9,1241,1226,-15,0,0,,,,,,
2015,2,11,3,B6,316,N231JB,JFK,SYR,1252,1251,-1,10,1301,71,58,45,209,1346,3,1403,1349,-14,0,0,,,,,,
2015,2,11,3,B6,2401,N273JB,BUF,JFK,1252,1249,-3,14,1303,85,75,54,301,1357,7,1417,1404,-13,0,0,,,,,,
2015,2,11,3,B6,2402,N296JB,JFK,BUF,1306,1300,-6,20,1320,85,82,60,301,1420,2,1431,1422,-9,0,0,,,,,,
2015,2,11,3,B6,286,N239JB,JFK,ROC,1429,1425,-4,17,1442,84,74,49,264,1531,8,1553,1539,-14,0,0,,,,,,
2015,2,11,3,B6,1515,N231JB,SYR,JFK,1440,1427,-13,13,1440,78,75,53,209,1533,9,1558,1542,-16,0,0,,,,,,
2015,2,11,3,B6,2601,N296JB,BUF,JFK,1507,1456,-11,10,1506,88,76,61,301,1607,5,1635,1612,-23,0,0,,,,,,
2015,2,11,3,EV,5450,N750EV,LGA,ROC,1530,1827,177,49,1916,97,109,50,254,2006,10,1707,2016,189,0,0,,12,0,161,16,0
2015,2,11,3,B6,2302,N267JB,JFK,BUF,1630,1627,-3,15,1642,89,81,60,301,1742,6,1759,1748,-11,0,0,,,,,,
2015,2,11,3,B6,585,N239JB,ROC,JFK,1635,1629,-6,10,1639,85,73,57,264,1736,6,1800,1742,-18,0,0,,,,,,
2015,2,11,3,EV,5459,N760EV,LGA,BUF,1640,1634,-6,55,1729,98,112,52,292,1821,5,1818,1826,8,0,0,,,,,,
2015,2,11,3,EV,5389,N750EV,ROC,LGA,1742,2040,178,26,2106,84,77,45,254,2151,6,1906,2157,171,0,0,,0,0,0,171,0
2015,2,11,3,B6,2202,N239JB,JFK,BUF,1836,1834,-2,26,1900,89,88,58,301,1958,4,2005,2002,-3,0,0,,,,,,
2015,2,11,3,B6,2701,N267JB,BUF,JFK,1858,1854,-4,33,1927,92,98,59,301,2026,6,2030,2032,2,0,0,,,,,,
2015,2,11,3,EV,5470,N760EV,BUF,LGA,1859,1921,22,22,1943,91,79,50,292,2033,7,2030,2040,10,0,0,,,,,,
2015,2,11,3,B6,1001,N239JB,BUF,JFK,2041,2045,4,24,2109,84,86,54,301,2203,8,2205,2211,6,0,0,,,,,,
2015,2,11,3,B6,1816,N316JB,JFK,SYR,2229,2233,4,27,2300,69,76,44,209,2344,5,2338,2349,11,0,0,,,,,,
2015,2,11,3,B6,486,N239JB,JFK,ROC,2242,2242,0,29,2311,77,92,54,264,5,9,2359,14,15,0,0,,15,0,0,0,0
2015,2,11,3,B6,2002,N353JB,JFK,BUF,2310,2337,27,17,2354,83,87,62,301,56,8,33,104,31,0,0,,4,0,27,0,0
2015,2,12,4,B6,2001,N274JB,BUF,JFK,535,530,-5,16,546,88,89,65,301,651,8,703,659,-4,0,0,,,,,,
2015,2,12,4,B6,115,N316JB,SYR,JFK,550,541,-9,36,617,83,94,51,209,708,7,713,715,2,0,0,,,,,,
2015,2,12,4,B6,185,N239JB,ROC,JFK,600,553,-7,26,619,85,85,52,264,711,7,725,718,-7,0,0,,,,,,
2015,2,12,4,B6,2702,N562JB,JFK,BUF,650,646,-4,14,700,88,83,61,301,801,8,818,809,-9,0,0,,,,,,
2015,2,12,4,B6,2301,N562JB,BUF,JFK,907,857,-10,15,912,82,94,59,301,1011,20,1029,1031,2,0,0,,,,,,
2015,2,12,4,B6,586,N638JB,JFK,ROC,930,922,-8,30,952,84,102,63,264,1055,9,1054,1104,10,0,0,,,,,,
2015,2,12,4,B6,116,N351JB,JFK,SYR,936,931,-5,47,1018,72,99,49,209,1107,3,1048,1110,22,0,0,,22,0,0,0,0
2015,2,12,4,B6,2602,N183JB,JFK,BUF,1035,1303,148,26,1329,82,93,62,301,1431,5,1157,1436,159,0,0,,11,0,148,0,0
2015,2,12,4,B6,315,N351JB,SYR,JFK,1124,1139,15,28,1207,69,77,45,209,1252,4,1233,1256,23,0,0,,8,0,0,15,0
2015,2,12,4,B6,285,N638JB,ROC,JFK,1135,1137,2,24,1201,76,106,70,264,1311,12,1251,1323,32,0,0,,30,0,2,0,0
2015,2,12,4,B6,316,N273JB,JFK,SYR,1206,1222,16,11,1233,69,58,45,209,1318,2,1315,1320,5,0,0,,,,,,
2015,2,12,4,B6,2401,N183JB,BUF,JFK,1235,1510,155,20,1530,85,88,65,301,1635,3,1400,1638,158,0,0,,3,0,2,153,0
2015,2,12,4,B6,2402,N351JB,JFK,BUF,1309,1323,14,16,1339,85,84,64,301,1443,4,1434,1447,13,0,0,,,,,,
2015,2,12,4,B6,1515,N273JB,SYR,JFK,1351,1349,-2,32,1421,78,110,67,209,1528,11,1509,1539,30,0,0,,30,0,0,0,0
2015,2,12,4,B6,286,N267JB,JFK,ROC,1429,1428,-1,18,1446,84,76,54,264,1540,4,1553,1544,-9,0,0,,,,,,
2015,2,12,4,B6,2601,N351JB,BUF,JFK,1510,1533,23,31,1604,88,103,65,301,1709,7,1638,1716,38,0,0,,15,0,16,7,0
2015,2,12,4,EV,5450,N608QX,LGA,ROC,1530,1636,66,40,1716,97,96,48,254,1804,8,1707,1812,65,0,0,,0,0,0,65,0
2015,2,12,4,B6,2302,N354JB,JFK,BUF,1630,1626,-4,26,1652,89,89,59,301,1751,4,1759,1755,-4,0,0,,,,,,
2015,2,12,4,B6,585,N267JB,ROC,JFK,1635,1625,-10,25,1650,85,83,52,264,1742,6,1800,1748,-12,0,0,,,,,,
