,Airport Code,Date,Time,Latitude,Longitude,Weather Description,Temperature (F),Heat Index (F),Wind Chill (F),Dew Point (F),Wind Speed (mph),Wind Gusts (mph),Wind Direction,Precipitation (in),Humidity (%),Visibility (mi),Pressure (mb),Cloud Coverage (%),Snow Total (cm)
263,LGA,2015-05-12,0,40.780,-73.870,Fog,61,62,62,61,1,2,ENE,0.0,98,0,1012,100,0.0
264,JFK,2015-05-13,0,40.640,-73.780,Clear,59,62,62,50,11,16,NW,0.0,66,6,1013,0,0.0
265,LGA,2015-05-13,0,40.776,-73.873,Clear,58,59,57,47,10,16,NW,0.0,64,6,1013,0,0.0
266,JFK,2015-05-14,0,40.640,-73.780,Clear,53,53,49,42,13,20,N,0.0,66,6,1026,19,0.0
267,LGA,2015-05-14,0,40.780,-73.870,Clear,51,51,47,40,11,18,N,0.0,66,6,1026,16,0.0
268,JFK,2015-05-15,0,40.640,-73.779,Partly cloudy,54,55,52,47,8,15,WSW,0.0,76,6,1026,32,0.0
269,LGA,2015-05-15,0,40.780,-73.870,Partly cloudy,51,52,50,45,7,14,WSW,0.0,78,6,1026,32,0.0
270,JFK,2015-05-16,0,40.640,-73.779,Overcast,58,59,58,55,7,12,SW,0.0,86,6,1023,88,0.0
271,LGA,2015-05-16,0,40.780,-73.870,Overcast,58,59,58,55,5,9,SW,0.0,87,6,1023,89,0.0
272,JFK,2015-05-17,0,40.640,-73.780,Overcast,62,63,63,61,3,7,SSW,0.0,93,6,1020,100,0.0
273,LGA,2015-05-17,0,40.776,-73.873,Mist,63,64,64,62,2,5,SSW,0.0,94,1,1020,100,0.0
274,JFK,2015-05-18,0,40.640,-73.780,Partly cloudy,63,65,65,62,4,8,WSW,0.0,92,6,1020,28,0.0
275,LGA,2015-05-18,0,40.780,-73.870,Partly cloudy,63,65,65,62,3,6,W,0.0,92,6,1020,29,0.0
276,JFK,2015-05-19,0,40.640,-73.779,Overcast,58,59,58,56,5,6,E,0.0,91,6,1018,100,0.0
277,LGA,2015-05-19,0,40.776,-73.873,Overcast,57,58,58,55,4,6,E,0.0,90,6,1017,100,0.0
278,JFK,2015-05-20,0,40.640,-73.780,Clear,62,62,62,58,13,24,NNW,0.0,87,6,1010,22,0.0
279,LGA,2015-05-20,0,40.780,-73.870,Clear,61,61,61,57,11,21,NNW,0.0,87,6,1010,11,0.0
280,JFK,2015-05-21,0,40.640,-73.780,Partly cloudy,52,53,52,41,6,9,N,0.0,64,6,1015,58,0.0
281,LGA,2015-05-21,0,40.776,-73.873,Partly cloudy,50,51,49,40,5,9,N,0.0,66,6,1016,51,0.0
282,JFK,2015-05-22,0,40.640,-73.780,Overcast,53,54,53,50,4,6,W,0.0,86,6,1012,100,0.0
283,LGA,2015-05-22,0,40.776,-73.873,Partly cloudy,53,54,53,49,4,6,WNW,0.0,84,6,1012,47,0.0
284,JFK,2015-05-23,0,40.640,-73.780,Clear,55,55,50,38,15,25,NNW,0.0,54,6,1023,0,0.0
285,LGA,2015-05-23,0,40.780,-73.870,Clear,53,53,48,36,14,25,NNW,0.0,52,6,1023,0,0.0
286,JFK,2015-05-24,0,40.640,-73.779,Cloudy,54,55,51,45,11,21,WSW,0.0,70,6,1028,73,0.0
287,LGA,2015-05-24,0,40.780,-73.870,Cloudy,52,52,49,42,9,18,WSW,0.0,67,6,1028,72,0.0
288,JFK,2015-05-25,0,40.640,-73.780,Partly cloudy,59,60,60,55,9,18,SW,0.0,86,6,1025,47,0.0
289,LGA,2015-05-25,0,40.780,-73.870,Partly cloudy,58,58,58,55,6,14,SW,0.0,87,6,1025,48,0.0
290,JFK,2015-05-26,0,40.640,-73.779,Clear,62,63,63,56,13,27,SSW,0.0,78,6,1023,7,0.0
291,LGA,2015-05-26,0,40.780,-73.870,Clear,63,63,63,56,11,22,SSW,0.0,77,6,1022,9,0.0
292,JFK,2015-05-27,0,40.640,-73.780,Partly cloudy,63,64,64,60,9,19,SSW,0.0,87,6,1022,28,0.0
293,LGA,2015-05-27,0,40.780,-73.870,Partly cloudy,64,64,64,60,7,15,SSW,0.0,87,6,1022,39,0.0
294,JFK,2015-05-28,0,40.640,-73.780,Partly cloudy,63,64,64,63,8,16,SSW,0.0,96,6,1021,51,0.0
295,LGA,2015-05-28,0,40.780,-73.870,Fog,63,64,64,63,6,12,SSW,0.0,97,0,1021,100,0.0
296,JFK,2015-05-29,0,40.640,-73.780,Clear,63,66,66,59,9,17,NNE,0.0,79,6,1024,2,0.0
297,LGA,2015-05-29,0,40.780,-73.870,Clear,62,66,66,59,7,14,NNE,0.0,79,6,1024,2,0.0
298,JFK,2015-05-30,0,40.640,-73.780,Clear,62,64,64,61,6,10,SSW,0.0,92,6,1023,18,0.0
299,LGA,2015-05-30,0,40.776,-73.873,Mist,61,63,63,61,4,8,SSW,0.0,94,1,1023,15,0.0
300,JFK,2015-05-31,0,40.640,-73.780,Clear,65,66,66,62,12,22,SSW,0.0,89,6,1018,6,0.0
301,LGA,2015-05-31,0,40.776,-73.873,Clear,66,66,66,62,10,18,SSW,0.0,89,6,1018,9,0.0
302,JFK,2015-06-01,0,40.640,-73.780,Overcast,58,58,55,56,15,22,ENE,0.0,92,6,1019,100,0.0
303,LGA,2015-06-01,0,40.780,-73.870,Overcast,57,57,54,55,13,19,ENE,0.0,92,6,1019,100,0.0
304,JFK,2015-06-02,0,40.640,-73.780,Overcast,52,52,48,50,14,19,NE,0.0,93,6,1020,100,0.0
305,LGA,2015-06-02,0,40.780,-73.870,Overcast,51,51,47,49,12,16,NE,0.0,94,6,1020,100,0.0
306,JFK,2015-06-03,0,40.640,-73.780,Cloudy,52,53,50,50,9,13,ENE,0.0,88,6,1022,75,0.0
307,LGA,2015-06-03,0,40.780,-73.870,Partly cloudy,51,51,49,49,6,11,ENE,0.0,92,6,1022,52,0.0
308,JFK,2015-06-04,0,40.640,-73.780,Partly cloudy,54,55,54,52,7,11,ENE,0.0,87,6,1024,46,0.0
309,LGA,2015-06-04,0,40.780,-73.870,Partly cloudy,52,53,52,51,5,9,ENE,0.0,91,6,1024,30,0.0
310,JFK,2015-06-05,0,40.640,-73.780,Overcast,55,56,54,52,8,12,ENE,0.0,89,6,1021,100,0.0
311,LGA,2015-06-05,0,40.780,-73.870,Overcast,55,55,54,52,6,10,ENE,0.0,89,6,1021,100,0.0
312,JFK,2015-06-06,0,40.640,-73.780,Clear,56,59,59,57,1,1,WNW,0.0,94,6,1012,24,0.0
313,LGA,2015-06-06,0,40.780,-73.870,Mist,56,58,58,56,1,2,W,0.0,95,1,1012,27,0.0
314,JFK,2015-06-07,0,40.640,-73.780,Clear,57,69,69,64,2,2,NE,0.0,87,6,1020,0,0.0
315,LGA,2015-06-07,0,40.780,-73.870,Clear,55,64,64,58,3,3,NNE,0.0,82,6,1020,0,0.0
316,JFK,2015-06-08,0,40.640,-73.780,Partly cloudy,60,60,60,54,11,18,S,0.0,80,6,1019,37,0.0
317,LGA,2015-06-08,0,40.780,-73.870,Partly cloudy,59,59,57,53,9,16,SSW,0.0,81,6,1019,42,0.0
318,JFK,2015-06-09,0,40.640,-73.780,Partly cloudy,64,64,64,62,9,17,SSW,0.0,92,6,1008,34,0.0
319,LGA,2015-06-09,0,40.780,-73.870,Partly cloudy,64,65,65,63,7,13,SSW,0.0,93,6,1008,39,0.0
320,JFK,2015-06-10,0,40.640,-73.779,Clear,63,66,66,61,5,10,WNW,0.0,85,6,1010,7,0.0
321,LGA,2015-06-10,0,40.780,-73.870,Clear,62,65,65,61,4,9,WNW,0.0,87,6,1010,7,0.0
322,JFK,2015-06-11,0,40.640,-73.779,Partly cloudy,67,67,67,61,10,22,SW,0.0,82,6,1012,43,0.0
323,LGA,2015-06-11,0,40.776,-73.873,Partly cloudy,67,67,67,61,9,18,SW,0.0,82,6,1011,46,0.0
324,JFK,2015-06-12,0,40.640,-73.780,Clear,70,77,73,67,5,11,WSW,0.0,80,6,1014,7,0.0
325,LGA,2015-06-12,0,40.780,-73.870,Clear,70,77,74,67,3,6,NW,0.0,79,6,1014,8,0.0
326,JFK,2015-06-13,0,40.640,-73.780,Clear,71,76,72,67,12,25,WSW,0.0,85,6,1010,11,0.0
327,LGA,2015-06-13,0,40.780,-73.870,Clear,73,77,73,68,10,21,WSW,0.0,84,6,1010,14,0.0
328,JFK,2015-06-14,0,40.640,-73.779,Clear,65,68,68,64,6,11,SSW,0.0,87,6,1017,7,0.0
329,LGA,2015-06-14,0,40.780,-73.870,Clear,64,67,67,63,4,9,SSW,0.0,88,6,1017,6,0.0
330,JFK,2015-06-15,0,40.640,-73.780,Overcast,67,67,67,64,11,20,S,0.0,89,6,1016,99,0.0
331,LGA,2015-06-15,0,40.780,-73.870,Light rain,66,67,67,64,9,16,S,0.0,92,5,1016,100,0.0
332,JFK,2015-06-16,0,40.640,-73.780,Mist,64,65,65,64,5,8,NE,0.0,96,1,1014,91,0.0
333,LGA,2015-06-16,0,40.780,-73.870,Mist,64,64,64,63,4,6,NE,0.0,97,1,1014,90,0.0
334,JFK,2015-06-17,0,40.640,-73.780,Clear,68,76,72,67,6,9,NNW,0.0,86,6,1015,4,0.0
335,LGA,2015-06-17,0,40.780,-73.870,Clear,67,76,71,67,5,9,NNW,0.0,88,6,1015,2,0.0
336,JFK,2015-06-18,0,40.640,-73.780,Partly cloudy,64,65,65,61,7,10,SE,0.0,86,6,1020,51,0.0
337,LGA,2015-06-18,0,40.780,-73.870,Partly cloudy,63,64,64,60,6,9,SE,0.0,89,6,1020,56,0.0
338,JFK,2015-06-19,0,40.640,-73.780,Partly cloudy,65,66,66,64,4,7,S,0.0,93,6,1013,53,0.0
339,LGA,2015-06-19,0,40.780,-73.870,Mist,64,65,65,63,4,6,S,0.0,95,1,1013,59,0.0
340,JFK,2015-06-20,0,40.640,-73.780,Clear,67,68,68,61,10,18,NNE,0.0,77,6,1017,14,0.0
341,LGA,2015-06-20,0,40.780,-73.870,Clear,66,67,67,60,9,17,NNE,0.0,78,6,1017,13,0.0
342,JFK,2015-06-21,0,40.640,-73.780,Partly cloudy,69,70,70,68,11,21,SSE,0.0,93,6,1010,52,0.0
343,LGA,2015-06-21,0,40.780,-73.870,Mist,69,69,69,68,8,14,SSE,0.0,95,1,1010,77,0.0
344,JFK,2015-06-22,0,40.640,-73.780,Clear,71,77,73,69,8,15,WNW,0.0,88,6,1011,8,0.0
345,LGA,2015-06-22,0,40.776,-73.873,Clear,70,76,72,68,7,13,NW,0.0,90,6,1011,7,0.0
346,JFK,2015-06-23,0,40.640,-73.780,Clear,71,78,74,68,7,15,SW,0.0,82,6,1015,4,0.0
347,LGA,2015-06-23,0,40.780,-73.870,Clear,69,77,73,67,5,11,SW,0.0,83,6,1015,4,0.0
348,JFK,2015-06-24,0,40.640,-73.780,Clear,70,77,73,70,8,11,NNW,0.0,90,6,1012,3,0.0
349,LGA,2015-06-24,0,40.780,-73.870,Clear,69,77,73,69,8,11,NNW,0.0,89,6,1013,0,0.0
350,JFK,2015-06-25,0,40.640,-73.780,Clear,68,76,72,65,6,9,NNW,0.0,77,6,1017,3,0.0
351,LGA,2015-06-25,0,40.776,-73.873,Clear,65,69,69,62,5,10,NNW,0.0,79,6,1017,2,0.0
352,JFK,2015-06-26,0,40.640,-73.779,Overcast,68,70,70,64,3,6,W,0.0,83,6,1014,88,0.0
353,LGA,2015-06-26,0,40.780,-73.870,Overcast,67,68,68,62,3,6,W,0.0,81,6,1014,91,0.0
354,JFK,2015-06-27,0,40.640,-73.779,Clear,67,69,69,64,4,6,ESE,0.0,83,6,1019,19,0.0
355,LGA,2015-06-27,0,40.780,-73.870,Partly cloudy,65,66,66,62,3,6,ESE,0.0,87,6,1019,26,0.0
356,JFK,2015-06-28,0,40.640,-73.780,Overcast,67,67,67,63,19,27,E,0.0,90,6,1007,100,0.0
357,LGA,2015-06-28,0,40.776,-73.873,Overcast,65,65,65,62,17,25,ENE,0.0,90,6,1008,100,0.0
358,JFK,2015-06-29,0,40.640,-73.779,Clear,66,66,66,61,16,26,W,0.0,84,6,1008,17,0.0
359,LGA,2015-06-29,0,40.776,-73.873,Clear,64,64,64,60,13,23,W,0.0,87,6,1008,17,0.0
360,JFK,2015-06-30,0,40.640,-73.780,Clear,68,69,69,63,8,16,SW,0.0,81,6,1014,20,0.0
361,LGA,2015-06-30,0,40.776,-73.873,Partly cloudy,65,66,66,61,6,14,SW,0.0,83,6,1014,25,0.0
362,JFK,2015-07-01,0,40.640,-73.779,Partly cloudy,70,76,71,69,10,18,SSE,0.0,94,6,1010,27,0.0
363,LGA,2015-07-01,0,40.780,-73.870,Mist,69,69,69,68,6,11,SSE,0.0,96,1,1010,43,0.0
364,JFK,2015-07-02,0,40.640,-73.780,Clear,70,76,72,66,6,12,WNW,0.0,81,6,1012,14,0.0
365,LGA,2015-07-02,0,40.780,-73.870,Clear,68,70,70,64,6,11,NW,0.0,83,6,1012,12,0.0
366,JFK,2015-07-03,0,40.640,-73.780,Clear,68,76,71,63,6,8,NNW,0.0,78,6,1013,11,0.0
367,LGA,2015-07-03,0,40.780,-73.870,Clear,66,68,68,60,6,9,NNW,0.0,76,6,1013,12,0.0
368,JFK,2015-07-04,0,40.640,-73.780,Overcast,69,76,70,65,6,9,SE,0.0,83,6,1015,100,0.0
369,LGA,2015-07-04,0,40.780,-73.870,Overcast,69,69,69,64,5,8,SE,0.0,85,6,1015,100,0.0
370,JFK,2015-07-05,0,40.640,-73.780,Partly cloudy,67,70,70,63,3,4,WSW,0.0,78,6,1017,27,0.0
371,LGA,2015-07-05,0,40.780,-73.870,Partly cloudy,65,67,67,59,3,6,WNW,0.0,76,6,1017,26,0.0
372,JFK,2015-07-06,0,40.640,-73.780,Cloudy,69,70,70,66,5,11,SW,0.0,87,6,1021,69,0.0
373,LGA,2015-07-06,0,40.776,-73.873,Cloudy,66,67,67,64,4,8,SW,0.0,88,6,1021,75,0.0
374,JFK,2015-07-07,0,40.640,-73.780,Fog,72,77,73,72,7,11,SSE,0.0,97,0,1018,100,0.0
375,LGA,2015-07-07,0,40.780,-73.870,Fog,71,76,71,71,5,8,SSE,0.0,98,0,1018,100,0.0
376,JFK,2015-07-08,0,40.640,-73.779,Clear,74,81,76,73,10,17,SSW,0.0,88,6,1014,3,0.0
377,LGA,2015-07-08,0,40.780,-73.870,Clear,73,79,75,71,8,15,SSW,0.0,89,6,1014,4,0.0
378,JFK,2015-07-09,0,40.640,-73.780,Partly cloudy,73,78,74,70,6,11,NNE,0.0,88,6,1014,29,0.0
379,LGA,2015-07-09,0,40.780,-73.870,Partly cloudy,71,76,72,69,6,11,NNE,0.0,90,6,1015,31,0.0
380,JFK,2015-07-10,0,40.640,-73.780,Partly cloudy,73,78,74,72,12,19,W,0.0,94,6,1009,45,0.0
381,LGA,2015-07-10,0,40.780,-73.870,Partly cloudy,72,77,73,71,10,16,W,0.0,96,6,1009,54,0.0
382,JFK,2015-07-11,0,40.640,-73.780,Clear,72,81,77,69,3,4,NNW,0.0,75,6,1016,4,0.0
383,LGA,2015-07-11,0,40.780,-73.870,Clear,70,77,74,65,4,6,N,0.0,74,6,1017,3,0.0
384,JFK,2015-07-12,0,40.640,-73.780,Clear,72,78,74,68,8,12,W,0.0,80,6,1018,7,0.0
385,LGA,2015-07-12,0,40.780,-73.870,Clear,69,76,71,65,6,12,W,0.0,79,6,1018,7,0.0
386,JFK,2015-07-13,0,40.640,-73.780,Clear,73,78,75,66,6,10,WSW,0.0,73,6,1014,9,0.0
387,LGA,2015-07-13,0,40.780,-73.870,Clear,70,77,73,64,4,9,WSW,0.0,74,6,1014,8,0.0
388,JFK,2015-07-14,0,40.640,-73.780,Clear,72,78,74,70,4,5,SE,0.0,87,6,1008,17,0.0
389,LGA,2015-07-14,0,40.780,-73.870,Clear,69,76,72,69,3,5,SE,0.0,89,6,1008,8,0.0
390,JFK,2015-07-15,0,40.640,-73.780,Clear,74,84,78,75,3,3,WSW,0.0,91,6,1002,7,0.0
391,LGA,2015-07-15,0,40.780,-73.870,Clear,72,79,75,72,1,2,WNW,0.0,93,6,1002,15,0.0
392,JFK,2015-07-16,0,40.640,-73.779,Partly cloudy,70,76,70,55,17,24,NNE,0.0,59,6,1012,27,0.0
393,LGA,2015-07-16,0,40.780,-73.870,Clear,68,68,68,53,14,22,NNE,0.0,58,6,1012,24,0.0
394,JFK,2015-07-17,0,40.640,-73.780,Clear,67,69,69,62,6,8,SW,0.0,77,6,1019,11,0.0
395,LGA,2015-07-17,0,40.780,-73.870,Clear,64,66,66,60,4,8,SW,0.0,83,6,1019,12,0.0
396,JFK,2015-07-18,0,40.640,-73.780,Partly cloudy,71,76,71,65,12,18,S,0.0,79,6,1017,37,0.0
397,LGA,2015-07-18,0,40.776,-73.873,Partly cloudy,69,69,69,64,9,16,SSW,0.0,81,6,1017,44,0.0
398,JFK,2015-07-19,0,40.640,-73.780,Clear,73,81,76,74,7,12,SW,0.0,91,6,1011,5,0.0
399,LGA,2015-07-19,0,40.780,-73.870,Clear,72,79,75,72,6,11,SW,0.0,92,6,1011,5,0.0
400,JFK,2015-07-20,0,40.640,-73.779,Clear,78,83,79,72,10,21,WSW,0.0,81,6,1007,14,0.0
401,LGA,2015-07-20,0,40.776,-73.873,Clear,78,83,78,71,9,18,WSW,0.0,78,6,1007,14,0.0
402,JFK,2015-07-21,0,40.640,-73.779,Clear,77,84,80,71,2,5,W,0.0,75,6,1005,16,0.0
403,LGA,2015-07-21,0,40.776,-73.873,Clear,75,81,77,69,1,3,W,0.0,74,6,1005,18,0.0
404,JFK,2015-07-22,0,40.640,-73.780,Clear,73,77,74,62,13,20,NNW,0.0,66,6,1005,1,0.0
405,LGA,2015-07-22,0,40.780,-73.870,Clear,71,76,71,59,11,19,NNW,0.0,66,6,1005,0,0.0
406,JFK,2015-07-23,0,40.640,-73.779,Clear,71,77,74,59,7,11,NNW,0.0,60,6,1012,7,0.0
407,LGA,2015-07-23,0,40.780,-73.870,Clear,68,76,70,57,6,11,NW,0.0,62,6,1012,8,0.0
408,JFK,2015-07-24,0,40.640,-73.780,Clear,71,77,73,59,5,8,NNW,0.0,60,6,1013,23,0.0
409,LGA,2015-07-24,0,40.780,-73.870,Partly cloudy,69,76,71,56,4,8,NNW,0.0,59,6,1013,29,0.0
410,JFK,2015-07-25,0,40.640,-73.780,Clear,71,76,72,61,6,12,W,0.0,68,6,1014,20,0.0
411,LGA,2015-07-25,0,40.780,-73.870,Clear,68,69,69,59,5,10,WNW,0.0,69,6,1014,19,0.0
412,JFK,2015-07-26,0,40.640,-73.780,Clear,72,77,73,66,8,13,SSW,0.0,80,6,1016,24,0.0
413,LGA,2015-07-26,0,40.780,-73.870,Partly cloudy,69,76,70,64,6,12,SSW,0.0,81,6,1016,25,0.0
414,JFK,2015-07-27,0,40.640,-73.780,Clear,73,78,74,70,9,13,SW,0.0,88,6,1015,14,0.0
415,LGA,2015-07-27,0,40.780,-73.870,Clear,71,76,72,69,7,12,SW,0.0,91,6,1015,17,0.0
416,JFK,2015-07-28,0,40.640,-73.780,Partly cloudy,73,78,74,71,5,8,WSW,0.0,91,6,1016,28,0.0
417,LGA,2015-07-28,0,40.780,-73.870,Clear,71,77,73,71,4,7,WSW,0.0,92,6,1016,10,0.0
418,JFK,2015-07-29,0,40.640,-73.780,Clear,74,82,78,73,6,11,WSW,0.0,86,6,1015,6,0.0
419,LGA,2015-07-29,0,40.780,-73.870,Clear,73,80,76,71,4,9,WSW,0.0,85,6,1015,6,0.0
420,JFK,2015-07-30,0,40.640,-73.780,Clear,76,91,82,77,8,9,SW,0.0,85,6,1014,0,0.0
421,LGA,2015-07-30,0,40.776,-73.873,Clear,75,86,80,74,6,8,WSW,0.0,82,6,1014,0,0.0
422,JFK,2015-07-31,0,40.640,-73.780,Clear,74,81,76,73,9,13,WNW,0.0,89,6,1010,5,0.0
423,LGA,2015-07-31,0,40.776,-73.873,Clear,72,78,74,70,7,14,WNW,0.0,89,6,1010,5,0.0
424,JFK,2015-08-01,0,40.640,-73.780,Partly cloudy,75,79,76,64,8,14,WSW,0.0,66,6,1010,28,0.0
425,LGA,2015-08-01,0,40.780,-73.870,Partly cloudy,74,78,75,61,6,13,WSW,0.0,63,6,1010,46,0.0
426,JFK,2015-08-02,0,40.640,-73.780,Clear,73,79,76,65,5,7,NW,0.0,69,6,1011,7,0.0
427,LGA,2015-08-02,0,40.776,-73.873,Clear,70,77,73,63,4,8,NW,0.0,71,6,1011,6,0.0
428,JFK,2015-08-03,0,40.640,-73.780,Clear,74,78,75,63,10,18,SW,0.0,67,6,1012,15,0.0
429,LGA,2015-08-03,0,40.780,-73.870,Clear,72,77,73,59,9,18,SW,0.0,63,6,1011,15,0.0
430,JFK,2015-08-04,0,40.640,-73.779,Clear,75,80,76,69,10,17,WSW,0.0,78,6,1010,18,0.0
431,LGA,2015-08-04,0,40.780,-73.870,Partly cloudy,73,77,74,66,7,14,WSW,0.0,77,6,1010,27,0.0
432,JFK,2015-08-05,0,40.640,-73.779,Clear,73,86,81,73,1,1,NNE,0.0,78,6,1013,2,0.0
433,LGA,2015-08-05,0,40.780,-73.870,Clear,70,78,75,68,1,2,NNE,0.0,80,6,1013,4,0.0
434,JFK,2015-08-06,0,40.640,-73.780,Clear,71,77,74,61,8,11,N,0.0,64,6,1014,4,0.0
435,LGA,2015-08-06,0,40.780,-73.870,Clear,69,76,71,60,6,10,N,0.0,68,6,1014,3,0.0
436,JFK,2015-08-07,0,40.640,-73.780,Clear,72,80,77,65,2,2,ENE,0.0,68,6,1013,7,0.0
437,LGA,2015-08-07,0,40.780,-73.870,Clear,70,77,74,62,3,4,NE,0.0,67,6,1013,5,0.0
438,JFK,2015-08-08,0,40.640,-73.780,Clear,71,76,72,64,9,13,ENE,0.0,76,6,1013,9,0.0
439,LGA,2015-08-08,0,40.776,-73.873,Clear,68,70,70,63,7,12,NE,0.0,79,6,1013,11,0.0
440,JFK,2015-08-09,0,40.640,-73.780,Clear,70,76,71,62,8,12,NE,0.0,75,6,1015,23,0.0
441,LGA,2015-08-09,0,40.776,-73.873,Partly cloudy,68,69,69,62,5,10,NE,0.0,79,6,1015,31,0.0
442,JFK,2015-08-10,0,40.640,-73.780,Partly cloudy,70,76,72,65,3,5,SSE,0.0,80,6,1018,28,0.0
443,LGA,2015-08-10,0,40.780,-73.870,Partly cloudy,68,69,69,65,3,5,S,0.0,86,6,1018,26,0.0
444,JFK,2015-08-11,0,40.640,-73.780,Overcast,73,77,74,67,9,14,S,0.0,81,6,1014,100,0.0
445,LGA,2015-08-11,0,40.780,-73.870,Overcast,72,76,72,66,8,13,SSE,0.0,81,6,1014,100,0.0
446,JFK,2015-08-12,0,40.640,-73.780,Clear,72,78,74,70,7,10,NW,0.0,87,6,1009,11,0.0
447,LGA,2015-08-12,0,40.780,-73.870,Clear,71,76,72,69,6,11,NW,0.0,89,6,1009,11,0.0
448,JFK,2015-08-13,0,40.640,-73.780,Partly cloudy,70,76,71,64,9,12,NNW,0.0,77,6,1014,26,0.0
449,LGA,2015-08-13,0,40.780,-73.870,Partly cloudy,68,69,69,62,7,12,NNW,0.0,79,6,1014,26,0.0
450,JFK,2015-08-14,0,40.640,-73.779,Clear,70,82,80,63,4,4,NW,0.0,56,6,1020,0,0.0
451,LGA,2015-08-14,0,40.780,-73.870,Clear,67,78,76,59,3,3,NW,0.0,56,6,1020,0,0.0
452,JFK,2015-08-15,0,40.640,-73.780,Clear,72,77,74,64,9,15,WSW,0.0,70,6,1020,5,0.0
453,LGA,2015-08-15,0,40.780,-73.870,Clear,70,76,71,62,7,14,WSW,0.0,73,6,1020,5,0.0
454,JFK,2015-08-16,0,40.640,-73.779,Clear,74,79,75,68,9,15,W,0.0,78,6,1020,6,0.0
455,LGA,2015-08-16,0,40.776,-73.873,Clear,72,77,74,67,6,12,W,0.0,79,6,1020,9,0.0
456,JFK,2015-08-17,0,40.640,-73.780,Clear,75,79,76,67,10,20,WSW,0.0,75,6,1019,11,0.0
457,LGA,2015-08-17,0,40.776,-73.873,Clear,74,78,74,66,8,16,WSW,0.0,74,6,1019,11,0.0
458,JFK,2015-08-18,0,40.640,-73.780,Clear,76,80,77,67,8,13,SW,0.0,71,6,1017,15,0.0
459,LGA,2015-08-18,0,40.780,-73.870,Clear,75,79,76,65,6,12,SW,0.0,68,6,1017,13,0.0
460,JFK,2015-08-19,0,40.640,-73.779,Mist,75,81,76,74,6,9,S,0.0,95,1,1017,36,0.0
461,LGA,2015-08-19,0,40.780,-73.870,Mist,73,78,74,73,4,8,S,0.0,96,1,1017,45,0.0
462,JFK,2015-08-20,0,40.640,-73.779,Clear,75,82,77,75,7,11,SE,0.0,94,6,1017,19,0.0
463,LGA,2015-08-20,0,40.780,-73.870,Mist,74,80,75,74,6,10,SE,0.0,96,1,1017,35,0.0
464,JFK,2015-08-21,0,40.640,-73.779,Cloudy,76,81,76,73,9,14,SE,0.0,89,6,1015,77,0.0
465,LGA,2015-08-21,0,40.780,-73.870,Overcast,75,80,75,72,7,12,SE,0.0,90,6,1015,100,0.0
466,JFK,2015-08-22,0,40.640,-73.780,Overcast,73,77,73,61,14,21,N,0.0,66,6,1018,94,0.0
467,LGA,2015-08-22,0,40.776,-73.873,Overcast,71,76,71,57,12,19,N,0.0,62,6,1018,88,0.0
468,JFK,2015-08-23,0,40.640,-73.779,Partly cloudy,71,76,72,63,8,12,NNE,0.0,72,6,1017,45,0.0
469,LGA,2015-08-23,0,40.780,-73.870,Clear,69,70,70,59,6,11,NNE,0.0,69,6,1017,20,0.0
470,JFK,2015-08-24,0,40.640,-73.780,Partly cloudy,72,78,74,71,2,3,WSW,0.0,90,6,1013,33,0.0
471,LGA,2015-08-24,0,40.780,-73.870,Partly cloudy,70,76,72,69,3,5,WSW,0.0,92,6,1013,32,0.0
472,JFK,2015-08-25,0,40.640,-73.780,Clear,75,80,76,72,8,13,SSW,0.0,87,6,1011,18,0.0
473,LGA,2015-08-25,0,40.780,-73.870,Clear,73,78,74,71,6,11,SSW,0.0,89,6,1011,17,0.0
474,JFK,2015-08-26,0,40.640,-73.780,Clear,72,77,74,62,12,17,NW,0.0,66,6,1013,0,0.0
475,LGA,2015-08-26,0,40.780,-73.870,Clear,70,76,70,59,10,18,NW,0.0,68,6,1013,1,0.0
476,JFK,2015-08-27,0,40.640,-73.780,Partly cloudy,70,76,71,59,9,13,NNW,0.0,66,6,1016,28,0.0
477,LGA,2015-08-27,0,40.780,-73.870,Partly cloudy,67,68,68,57,7,12,NW,0.0,69,6,1016,30,0.0
478,JFK,2015-08-28,0,40.640,-73.780,Clear,67,76,70,61,6,7,NNW,0.0,71,6,1020,7,0.0
479,LGA,2015-08-28,0,40.780,-73.870,Clear,64,67,67,59,4,7,NNW,0.0,77,6,1020,8,0.0
480,JFK,2015-08-29,0,40.640,-73.780,Clear,69,82,79,67,4,5,W,0.0,67,6,1022,0,0.0
481,LGA,2015-08-29,0,40.780,-73.870,Clear,67,78,75,63,3,4,NW,0.0,66,6,1022,0,0.0
482,JFK,2015-08-30,0,40.640,-73.780,Clear,72,76,72,64,12,19,WSW,0.0,76,6,1019,11,0.0
483,LGA,2015-08-30,0,40.780,-73.870,Clear,70,76,70,63,10,16,WSW,0.0,78,6,1019,3,0.0
484,JFK,2015-08-31,0,40.640,-73.780,Clear,75,79,75,67,11,19,WSW,0.0,76,6,1017,24,0.0
485,LGA,2015-08-31,0,40.780,-73.870,Clear,74,78,74,66,9,16,WSW,0.0,76,6,1017,23,0.0
486,JFK,2015-09-01,0,40.640,-73.780,Partly cloudy,70,76,72,65,9,14,WSW,0.0,79,6,1018,32,0.0
487,LGA,2015-09-01,0,40.780,-73.870,Partly cloudy,69,73,70,64,7,12,WSW,0.0,81,5,1018,33,0.0
